Season,Team,Goals,xG,Venue,Efficiency
2020-2021,Southampton,3.0,1.6,Home,1.4
2020-2021,Southampton,0.0,1.6,Home,-1.6
2020-2021,Southampton,0.0,0.9,Away,-0.9
2020-2021,Southampton,1.0,0.6,Away,0.4
2020-2021,Southampton,3.0,1.9,Away,1.1
2020-2021,Southampton,4.0,0.7,Away,3.3
2020-2021,Southampton,1.0,1.0,Away,0.0
2020-2021,Southampton,2.0,1.4,Away,0.6000000000000001
2020-2021,Southampton,1.0,1.2,Away,-0.19999999999999996
2020-2021,Southampton,0.0,0.2,Away,-0.2
2020-2021,Southampton,0.0,0.6,Away,-0.6
2020-2021,Southampton,0.0,0.5,Away,-0.5
2020-2021,Southampton,2.0,1.3,Away,0.7
2020-2021,Southampton,0.0,0.9,Away,-0.9
2020-2021,Southampton,0.0,0.6,Away,-0.6
2020-2021,Southampton,2.0,1.9,Away,0.10000000000000009
2020-2021,Southampton,2.0,1.6,Away,0.3999999999999999
2020-2021,Southampton,0.0,1.5,Away,-1.5
2020-2021,Southampton,1.0,0.8,Away,0.19999999999999996
2020-2021,Southampton,0.0,1.1,Away,-1.1
2020-2021,Southampton,0.0,1.5,Away,-1.5
2020-2021,Tottenham,0.0,1.1,Home,-1.1
2020-2021,Tottenham,1.0,2.9,Home,-1.9
2020-2021,Tottenham,3.0,1.7,Home,1.3
2020-2021,Tottenham,2.0,1.7,Home,0.30000000000000004
2020-2021,Tottenham,2.0,0.7,Home,1.3
2020-2021,Tottenham,2.0,0.3,Home,1.7
2020-2021,Tottenham,0.0,0.7,Home,-0.7
2020-2021,Tottenham,3.0,2.6,Home,0.3999999999999999
2020-2021,Tottenham,1.0,2.4,Home,-1.4
2020-2021,Tottenham,1.0,0.1,Home,0.9
2020-2021,Tottenham,0.0,0.6,Home,-0.6
2020-2021,Tottenham,2.0,1.5,Home,0.5
2020-2021,Tottenham,4.0,2.1,Home,1.9
2020-2021,Tottenham,4.0,2.7,Home,1.2999999999999998
2020-2021,Tottenham,1.0,0.9,Home,0.09999999999999998
2020-2021,Tottenham,2.0,1.4,Home,0.6000000000000001
2020-2021,Tottenham,4.0,2.2,Home,1.7999999999999998
2020-2021,Tottenham,2.0,3.2,Home,-1.2000000000000002
2020-2021,Tottenham,1.0,0.8,Home,0.19999999999999996
2020-2021,Tottenham,5.0,2.1,Away,2.9
2020-2021,Tottenham,6.0,3.4,Away,2.6
2020-2021,Tottenham,1.0,0.6,Away,0.4
2020-2021,Tottenham,1.0,1.9,Away,-0.8999999999999999
2020-2021,Tottenham,0.0,0.2,Away,-0.2
2020-2021,Tottenham,1.0,0.9,Away,0.09999999999999998
2020-2021,Tottenham,1.0,1.1,Away,-0.10000000000000009
2020-2021,Tottenham,1.0,0.4,Away,0.6
2020-2021,Tottenham,3.0,1.0,Away,2.0
2020-2021,Tottenham,0.0,0.4,Away,-0.4
2020-2021,Tottenham,0.0,0.3,Away,-0.3
2020-2021,Tottenham,1.0,1.1,Away,-0.10000000000000009
2020-2021,Tottenham,1.0,1.6,Away,-0.6000000000000001
2020-2021,Tottenham,1.0,0.4,Away,0.6
2020-2021,Tottenham,2.0,1.8,Away,0.19999999999999996
2020-2021,Tottenham,2.0,2.7,Away,-0.7000000000000002
2020-2021,Tottenham,2.0,1.4,Away,0.6000000000000001
2020-2021,Tottenham,1.0,0.9,Away,0.09999999999999998
2020-2021,Tottenham,4.0,1.5,Away,2.5
2020-2021,Valencia,4.0,1.9,Home,2.1
2020-2021,Valencia,1.0,0.6,Home,0.4
2020-2021,Valencia,0.0,0.5,Home,-0.5
2020-2021,Valencia,2.0,1.4,Home,0.6000000000000001
2020-2021,Valencia,4.0,2.5,Home,1.5
2020-2021,Valencia,0.0,0.2,Home,-0.2
2020-2021,Valencia,2.0,1.5,Home,0.5
2020-2021,Valencia,0.0,0.6,Home,-0.6
2020-2021,Valencia,1.0,0.8,Home,0.19999999999999996
2020-2021,Valencia,1.0,0.5,Home,0.5
2020-2021,Valencia,1.0,2.8,Home,-1.7999999999999998
2020-2021,Valencia,2.0,1.2,Home,0.8
2020-2021,Valencia,2.0,1.9,Home,0.10000000000000009
2020-2021,Valencia,2.0,1.9,Home,0.10000000000000009
2020-2021,Valencia,2.0,2.3,Home,-0.2999999999999998
2020-2021,Valencia,1.0,1.0,Home,0.0
2020-2021,Valencia,2.0,1.2,Home,0.8
2020-2021,Valencia,3.0,1.3,Home,1.7
2020-2021,Valencia,4.0,1.3,Home,2.7
2020-2021,Valencia,1.0,0.5,Away,0.5
2020-2021,Valencia,1.0,0.9,Away,0.09999999999999998
2020-2021,Valencia,1.0,0.6,Away,0.4
2020-2021,Valencia,1.0,1.6,Away,-0.6000000000000001
2020-2021,Valencia,2.0,1.9,Away,0.10000000000000009
2020-2021,Valencia,0.0,0.5,Away,-0.5
2020-2021,Valencia,2.0,1.6,Away,0.3999999999999999
2020-2021,Valencia,1.0,1.5,Away,-0.5
2020-2021,Valencia,1.0,1.2,Away,-0.19999999999999996
2020-2021,Valencia,1.0,0.3,Away,0.7
2020-2021,Valencia,1.0,0.9,Away,0.09999999999999998
2020-2021,Valencia,0.0,0.1,Away,-0.1
2020-2021,Valencia,0.0,0.3,Away,-0.3
2020-2021,Valencia,0.0,0.7,Away,-0.7
2020-2021,Valencia,1.0,1.2,Away,-0.19999999999999996
2020-2021,Valencia,2.0,1.6,Away,0.3999999999999999
2020-2021,Valencia,1.0,1.1,Away,-0.10000000000000009
2020-2021,Valencia,0.0,0.4,Away,-0.4
2020-2021,Valencia,0.0,0.5,Away,-0.5
2020-2021,Valladolid,1.0,0.8,Home,0.19999999999999996
2020-2021,Valladolid,1.0,1.5,Home,-0.5
2020-2021,Valladolid,1.0,1.1,Home,-0.10000000000000009
2020-2021,Valladolid,0.0,0.3,Home,-0.3
2020-2021,Valladolid,2.0,2.1,Home,-0.10000000000000009
2020-2021,Valladolid,1.0,1.6,Home,-0.6000000000000001
2020-2021,Valladolid,3.0,2.0,Home,1.0
2020-2021,Valladolid,0.0,0.8,Home,-0.8
2020-2021,Valladolid,0.0,0.7,Home,-0.7
2020-2021,Valladolid,2.0,1.0,Home,1.0
2020-2021,Valladolid,1.0,1.8,Home,-0.8
2020-2021,Valladolid,0.0,1.0,Home,-1.0
2020-2021,Valladolid,2.0,1.2,Home,0.8
2020-2021,Valladolid,1.0,0.9,Home,0.09999999999999998
2020-2021,Valladolid,1.0,1.2,Home,-0.19999999999999996
2020-2021,Valladolid,1.0,2.9,Home,-1.9
2020-2021,Valladolid,1.0,1.2,Home,-0.19999999999999996
2020-2021,Valladolid,0.0,1.0,Home,-1.0
2020-2021,Valladolid,1.0,1.1,Home,-0.10000000000000009
2020-2021,Valladolid,0.0,0.4,Away,-0.4
2020-2021,Valladolid,0.0,0.6,Away,-0.6
2020-2021,Valladolid,2.0,1.0,Away,1.0
2020-2021,Valladolid,0.0,0.7,Away,-0.7
2020-2021,Valladolid,3.0,1.3,Away,1.7
2020-2021,Valladolid,0.0,0.7,Away,-0.7
2020-2021,Valladolid,1.0,1.0,Away,0.0
2020-2021,Valladolid,0.0,0.5,Away,-0.5
2020-2021,Valladolid,1.0,1.2,Away,-0.19999999999999996
2020-2021,Valladolid,2.0,0.6,Away,1.4
2020-2021,Valladolid,0.0,0.1,Away,-0.1
2020-2021,Valladolid,1.0,1.0,Away,0.0
2020-2021,Valladolid,1.0,0.7,Away,0.30000000000000004
2020-2021,Valladolid,0.0,1.0,Away,-1.0
2020-2021,Valladolid,0.0,0.4,Away,-0.4
2020-2021,Valladolid,1.0,1.1,Away,-0.10000000000000009
2020-2021,Valladolid,2.0,0.8,Away,1.2
2020-2021,Valladolid,0.0,1.0,Away,-1.0
2020-2021,Valladolid,1.0,1.6,Away,-0.6000000000000001
2020-2021,Villarreal,1.0,2.5,Home,-1.5
2020-2021,Villarreal,2.0,2.7,Home,-0.7000000000000002
2020-2021,Villarreal,3.0,2.3,Home,0.7000000000000002
2020-2021,Villarreal,2.0,1.5,Home,0.5
2020-2021,Villarreal,2.0,1.8,Home,0.19999999999999996
2020-2021,Villarreal,1.0,1.7,Home,-0.7
2020-2021,Villarreal,0.0,0.6,Home,-0.6
2020-2021,Villarreal,1.0,1.4,Home,-0.3999999999999999
2020-2021,Villarreal,2.0,1.6,Home,0.3999999999999999
2020-2021,Villarreal,2.0,2.4,Home,-0.3999999999999999
2020-2021,Villarreal,1.0,0.2,Home,0.8
2020-2021,Villarreal,1.0,1.3,Home,-0.30000000000000004
2020-2021,Villarreal,0.0,1.8,Home,-1.8
2020-2021,Villarreal,2.0,2.2,Home,-0.20000000000000018
2020-2021,Villarreal,1.0,1.6,Home,-0.6000000000000001
2020-2021,Villarreal,1.0,0.9,Home,0.09999999999999998
2020-2021,Villarreal,1.0,0.2,Home,0.8
2020-2021,Villarreal,2.0,3.0,Home,-1.0
2020-2021,Villarreal,4.0,1.2,Home,2.8
2020-2021,Villarreal,0.0,0.2,Away,-0.2
2020-2021,Villarreal,0.0,0.3,Away,-0.3
2020-2021,Villarreal,0.0,0.8,Away,-0.8
2020-2021,Villarreal,3.0,2.3,Away,0.7000000000000002
2020-2021,Villarreal,1.0,1.2,Away,-0.19999999999999996
2020-2021,Villarreal,1.0,1.2,Away,-0.19999999999999996
2020-2021,Villarreal,3.0,2.3,Away,0.7000000000000002
2020-2021,Villarreal,0.0,0.6,Away,-0.6
2020-2021,Villarreal,4.0,2.7,Away,1.2999999999999998
2020-2021,Villarreal,0.0,0.5,Away,-0.5
2020-2021,Villarreal,2.0,1.4,Away,0.6000000000000001
2020-2021,Villarreal,1.0,0.1,Away,0.9
2020-2021,Villarreal,1.0,1.9,Away,-0.8999999999999999
2020-2021,Villarreal,3.0,2.8,Away,0.20000000000000018
2020-2021,Villarreal,3.0,3.2,Away,-0.20000000000000018
2020-2021,Villarreal,5.0,1.5,Away,3.5
2020-2021,Villarreal,1.0,1.5,Away,-0.5
2020-2021,Villarreal,2.0,0.6,Away,1.4
2020-2021,Villarreal,1.0,0.6,Away,0.4
2020-2021,West Brom,0.0,0.4,Home,-0.4
2020-2021,West Brom,3.0,0.6,Home,2.4
2020-2021,West Brom,0.0,0.8,Home,-0.8
2020-2021,West Brom,0.0,0.8,Home,-0.8
2020-2021,West Brom,1.0,1.2,Home,-0.19999999999999996
2020-2021,West Brom,1.0,0.7,Home,0.30000000000000004
2020-2021,West Brom,0.0,0.0,Home,0.0
2020-2021,West Brom,0.0,0.5,Home,-0.5
2020-2021,West Brom,0.0,1.0,Home,-1.0
2020-2021,West Brom,0.0,0.5,Home,-0.5
2020-2021,West Brom,2.0,1.0,Home,1.0
2020-2021,West Brom,1.0,1.0,Home,0.0
2020-2021,West Brom,1.0,0.8,Home,0.19999999999999996
2020-2021,West Brom,0.0,1.0,Home,-1.0
2020-2021,West Brom,0.0,2.0,Home,-2.0
2020-2021,West Brom,3.0,3.0,Home,0.0
2020-2021,West Brom,1.0,1.1,Home,-0.10000000000000009
2020-2021,West Brom,1.0,1.0,Home,0.0
2020-2021,West Brom,1.0,1.1,Home,-0.10000000000000009
2020-2021,West Brom,2.0,0.3,Away,1.7
2020-2021,West Brom,0.0,0.2,Away,-0.2
2020-2021,West Brom,1.0,0.4,Away,0.6
2020-2021,West Brom,0.0,0.5,Away,-0.5
2020-2021,West Brom,0.0,0.6,Away,-0.6
2020-2021,West Brom,1.0,0.6,Away,0.4
2020-2021,West Brom,1.0,0.4,Away,0.6
2020-2021,West Brom,1.0,0.6,Away,0.4
2020-2021,West Brom,3.0,2.4,Away,0.6000000000000001
2020-2021,West Brom,1.0,0.5,Away,0.5
2020-2021,West Brom,1.0,1.6,Away,-0.6000000000000001
2020-2021,West Brom,0.0,0.6,Away,-0.6
2020-2021,West Brom,0.0,1.6,Away,-1.6
2020-2021,West Brom,0.0,0.8,Away,-0.8
2020-2021,West Brom,5.0,1.6,Away,3.4
2020-2021,West Brom,0.0,0.5,Away,-0.5
2020-2021,West Brom,2.0,1.5,Away,0.5
2020-2021,West Brom,1.0,1.8,Away,-0.8
2020-2021,West Brom,1.0,1.0,Away,0.0
2020-2021,West Ham,0.0,1.0,Home,-1.0
2020-2021,West Ham,4.0,2.4,Home,1.6
2020-2021,West Ham,1.0,0.3,Home,0.7
2020-2021,West Ham,1.0,1.3,Home,-0.30000000000000004
2020-2021,West Ham,2.0,0.4,Home,1.6
2020-2021,West Ham,1.0,2.0,Home,-1.0
2020-2021,West Ham,1.0,0.4,Home,0.6
2020-2021,West Ham,2.0,1.3,Home,0.7
2020-2021,West Ham,1.0,1.7,Home,-0.7
2020-2021,West Ham,2.0,2.0,Home,0.0
2020-2021,West Ham,1.0,0.8,Home,0.19999999999999996
2020-2021,West Ham,3.0,1.9,Home,1.1
2020-2021,West Ham,2.0,1.1,Home,0.8999999999999999
2020-2021,West Ham,2.0,1.8,Home,0.19999999999999996
2020-2021,West Ham,3.0,2.4,Home,0.6000000000000001
2020-2021,West Ham,3.0,0.8,Home,2.2
2020-2021,West Ham,0.0,0.4,Home,-0.4
2020-2021,West Ham,0.0,1.3,Home,-1.3
2020-2021,West Ham,3.0,1.3,Home,1.7
2020-2021,West Ham,1.0,2.0,Away,-1.0
2020-2021,West Ham,3.0,2.0,Away,1.0
2020-2021,West Ham,3.0,1.9,Away,1.1
2020-2021,West Ham,1.0,0.3,Away,0.7
2020-2021,West Ham,1.0,2.1,Away,-1.1
2020-2021,West Ham,2.0,1.3,Away,0.7
2020-2021,West Ham,0.0,0.4,Away,-0.4
2020-2021,West Ham,0.0,1.2,Away,-1.2
2020-2021,West Ham,1.0,1.3,Away,-0.30000000000000004
2020-2021,West Ham,3.0,2.8,Away,0.20000000000000018
2020-2021,West Ham,3.0,1.7,Away,1.3
2020-2021,West Ham,0.0,1.0,Away,-1.0
2020-2021,West Ham,1.0,1.5,Away,-0.5
2020-2021,West Ham,0.0,0.6,Away,-0.6
2020-2021,West Ham,3.0,1.3,Away,1.7
2020-2021,West Ham,2.0,1.9,Away,0.10000000000000009
2020-2021,West Ham,2.0,2.3,Away,-0.2999999999999998
2020-2021,West Ham,1.0,1.7,Away,-0.7
2020-2021,West Ham,3.0,3.4,Away,-0.3999999999999999
2020-2021,Wolves,1.0,0.6,Home,0.4
2020-2021,Wolves,1.0,1.2,Home,-0.19999999999999996
2020-2021,Wolves,1.0,0.7,Home,0.30000000000000004
2020-2021,Wolves,2.0,1.3,Home,0.7
2020-2021,Wolves,1.0,1.5,Home,-0.5
2020-2021,Wolves,0.0,1.1,Home,-1.1
2020-2021,Wolves,2.0,0.5,Home,1.5
2020-2021,Wolves,1.0,0.9,Home,0.09999999999999998
2020-2021,Wolves,1.0,0.7,Home,0.30000000000000004
2020-2021,Wolves,2.0,1.5,Home,0.5
2020-2021,Wolves,2.0,1.5,Home,0.5
2020-2021,Wolves,0.0,1.1,Home,-1.1
2020-2021,Wolves,1.0,0.6,Home,0.4
2020-2021,Wolves,0.0,1.1,Home,-1.1
2020-2021,Wolves,2.0,2.1,Home,-0.10000000000000009
2020-2021,Wolves,1.0,1.1,Home,-0.10000000000000009
2020-2021,Wolves,0.0,0.4,Home,-0.4
2020-2021,Wolves,2.0,1.1,Home,0.8999999999999999
2020-2021,Wolves,1.0,0.9,Home,0.09999999999999998
2020-2021,Wolves,2.0,1.4,Away,0.6000000000000001
2020-2021,Wolves,0.0,0.5,Away,-0.5
2020-2021,Wolves,1.0,0.4,Away,0.6
2020-2021,Wolves,0.0,0.8,Away,-0.8
2020-2021,Wolves,2.0,1.8,Away,0.19999999999999996
2020-2021,Wolves,0.0,0.4,Away,-0.4
2020-2021,Wolves,1.0,1.5,Away,-0.5
2020-2021,Wolves,0.0,0.5,Away,-0.5
2020-2021,Wolves,3.0,1.6,Away,1.4
2020-2021,Wolves,0.0,0.5,Away,-0.5
2020-2021,Wolves,0.0,0.4,Away,-0.4
2020-2021,Wolves,2.0,1.1,Away,0.8999999999999999
2020-2021,Wolves,1.0,1.1,Away,-0.10000000000000009
2020-2021,Wolves,1.0,0.3,Away,0.7
2020-2021,Wolves,0.0,1.6,Away,-1.6
2020-2021,Wolves,1.0,0.5,Away,0.5
2020-2021,Wolves,1.0,1.0,Away,0.0
2020-2021,Wolves,0.0,0.9,Away,-0.9
2020-2021,Wolves,0.0,0.3,Away,-0.3
2021-2022,Alavés,1.0,1.7,Home,-0.7
2021-2022,Alavés,0.0,0.5,Home,-0.5
2021-2022,Alavés,0.0,0.5,Home,-0.5
2021-2022,Alavés,1.0,0.7,Home,0.30000000000000004
2021-2022,Alavés,0.0,0.9,Home,-0.9
2021-2022,Alavés,1.0,1.7,Home,-0.7
2021-2022,Alavés,2.0,1.5,Home,0.5
2021-2022,Alavés,1.0,0.9,Home,0.09999999999999998
2021-2022,Alavés,1.0,0.7,Home,0.30000000000000004
2021-2022,Alavés,1.0,1.7,Home,-0.7
2021-2022,Alavés,0.0,0.5,Home,-0.5
2021-2022,Alavés,0.0,0.6,Home,-0.6
2021-2022,Alavés,2.0,1.8,Home,0.19999999999999996
2021-2022,Alavés,0.0,1.4,Home,-1.4
2021-2022,Alavés,2.0,1.7,Home,0.30000000000000004
2021-2022,Alavés,1.0,0.5,Home,0.5
2021-2022,Alavés,2.0,2.4,Home,-0.3999999999999999
2021-2022,Alavés,2.0,2.6,Home,-0.6000000000000001
2021-2022,Alavés,0.0,0.4,Home,-0.4
2021-2022,Alavés,0.0,0.4,Away,-0.4
2021-2022,Alavés,0.0,0.5,Away,-0.5
2021-2022,Alavés,0.0,0.9,Away,-0.9
2021-2022,Alavés,2.0,1.3,Away,0.7
2021-2022,Alavés,1.0,0.9,Away,0.09999999999999998
2021-2022,Alavés,2.0,1.1,Away,0.8999999999999999
2021-2022,Alavés,1.0,2.1,Away,-1.1
2021-2022,Alavés,0.0,0.2,Away,-0.2
2021-2022,Alavés,2.0,0.8,Away,1.2
2021-2022,Alavés,0.0,0.3,Away,-0.3
2021-2022,Alavés,1.0,0.9,Away,0.09999999999999998
2021-2022,Alavés,0.0,0.6,Away,-0.6
2021-2022,Alavés,2.0,1.0,Away,1.0
2021-2022,Alavés,0.0,0.8,Away,-0.8
2021-2022,Alavés,1.0,0.5,Away,0.5
2021-2022,Alavés,0.0,0.5,Away,-0.5
2021-2022,Alavés,1.0,0.6,Away,0.4
2021-2022,Alavés,0.0,0.5,Away,-0.5
2021-2022,Alavés,1.0,0.5,Away,0.5
2021-2022,Arsenal,0.0,0.3,Home,-0.3
2021-2022,Arsenal,1.0,2.7,Home,-1.7000000000000002
2021-2022,Arsenal,3.0,1.1,Home,1.9
2021-2022,Arsenal,2.0,1.7,Home,0.30000000000000004
2021-2022,Arsenal,3.0,2.7,Home,0.2999999999999998
2021-2022,Arsenal,1.0,1.6,Home,-0.6000000000000001
2021-2022,Arsenal,2.0,2.5,Home,-0.5
2021-2022,Arsenal,3.0,1.8,Home,1.2
2021-2022,Arsenal,2.0,2.8,Home,-0.7999999999999998
2021-2022,Arsenal,1.0,0.8,Home,0.19999999999999996
2021-2022,Arsenal,0.0,1.2,Home,-1.2
2021-2022,Arsenal,2.0,1.7,Home,0.30000000000000004
2021-2022,Arsenal,2.0,3.1,Home,-1.1
2021-2022,Arsenal,2.0,2.4,Home,-0.3999999999999999
2021-2022,Arsenal,0.0,0.5,Home,-0.5
2021-2022,Arsenal,1.0,1.9,Home,-0.8999999999999999
2021-2022,Arsenal,3.0,2.3,Home,0.7000000000000002
2021-2022,Arsenal,2.0,2.0,Home,0.0
2021-2022,Arsenal,5.0,4.2,Home,0.7999999999999998
2021-2022,Arsenal,0.0,1.3,Away,-1.3
2021-2022,Arsenal,0.0,0.2,Away,-0.2
2021-2022,Arsenal,1.0,1.1,Away,-0.10000000000000009
2021-2022,Arsenal,0.0,0.4,Away,-0.4
2021-2022,Arsenal,2.0,0.7,Away,1.3
2021-2022,Arsenal,0.0,0.4,Away,-0.4
2021-2022,Arsenal,2.0,1.4,Away,0.6000000000000001
2021-2022,Arsenal,1.0,1.0,Away,0.0
2021-2022,Arsenal,4.0,3.5,Away,0.5
2021-2022,Arsenal,5.0,2.5,Away,2.5
2021-2022,Arsenal,1.0,1.8,Away,-0.8
2021-2022,Arsenal,3.0,1.0,Away,2.0
2021-2022,Arsenal,1.0,1.3,Away,-0.30000000000000004
2021-2022,Arsenal,0.0,0.8,Away,-0.8
2021-2022,Arsenal,0.0,1.7,Away,-1.7
2021-2022,Arsenal,4.0,2.0,Away,2.0
2021-2022,Arsenal,2.0,0.9,Away,1.1
2021-2022,Arsenal,0.0,0.5,Away,-0.5
